download_time,name,source_format,url,event_uuid,data_type,data_size,threat_level,event_date
2025-12-08T01:12:48.336366,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/a9cc1270-02f4-478d-8d86-03c6368cb9bd.json,a9cc1270-02f4-478d-8d86-03c6368cb9bd,json,208,2,2025-12-08T00:03:06
2025-12-08T01:19:54.287666,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9275,,
2025-12-08T01:19:54.321068,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4695,,
2025-12-08T01:19:54.398886,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-08T01:19:56.059943,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8571,,
2025-12-08T01:20:03.453530,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46968,,
2025-12-09T01:12:06.637376,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9386,,
2025-12-09T01:12:06.658677,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4646,,
2025-12-09T01:12:08.321526,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8590,,
2025-12-09T01:12:08.377418,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-09T01:12:08.701588,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/2026d0d7-4883-4b2c-b55c-1e2f7c3b7db5.json,2026d0d7-4883-4b2c-b55c-1e2f7c3b7db5,json,1734,2,2025-12-09T00:03:07
2025-12-09T01:12:08.718019,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/fdacc0f5-0e4d-45ba-8728-b065a07cc783.json,fdacc0f5-0e4d-45ba-8728-b065a07cc783,json,774,2,2025-12-09T00:15:18
2025-12-09T01:12:08.831463,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//9a5633fc-a7ac-4869-acc7-3d5bf3059bc2.json,9a5633fc-a7ac-4869-acc7-3d5bf3059bc2,json,4600,2,2025-12-09T00:03:01
2025-12-09T01:12:16.075622,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46885,,
2025-12-10T01:14:05.555707,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,11487,,
2025-12-10T01:14:05.581538,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,6351,,
2025-12-10T01:14:07.308399,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8601,,
2025-12-10T01:14:07.339792,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/a3621c66-8e8d-422f-9014-1e9b73ec7b1b.json,a3621c66-8e8d-422f-9014-1e9b73ec7b1b,json,2022,2,2025-12-10T00:03:06
2025-12-10T01:14:07.384519,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//7ed17be3-828c-450b-8cf0-56c7348c6129.json,7ed17be3-828c-450b-8cf0-56c7348c6129,json,1504,2,2025-12-10T00:03:01
2025-12-10T01:14:07.456315,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-10T01:14:07.540114,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/465ac79f-e0fe-4b0f-8b4c-134575467905.json,465ac79f-e0fe-4b0f-8b4c-134575467905,json,1065,2,2025-12-10T00:15:18
2025-12-11T01:14:36.077254,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4236,,
2025-12-11T01:14:36.125992,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,11163,,
2025-12-11T01:14:36.261251,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//18f7e870-d323-4447-9987-91e4879953dd.json,18f7e870-d323-4447-9987-91e4879953dd,json,1988,2,2025-12-11T00:03:01
2025-12-11T01:14:36.345884,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-11T01:14:36.442659,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/620001db-f5a1-4335-be27-b57a82d9ecd2.json,620001db-f5a1-4335-be27-b57a82d9ecd2,json,1732,2,2025-12-11T00:15:18
2025-12-11T01:14:38.062746,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8610,,
2025-12-11T01:14:38.075060,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/4b1c0bd8-a7f8-402e-9ce2-ee097c67a5d8.json,4b1c0bd8-a7f8-402e-9ce2-ee097c67a5d8,json,506,2,2025-12-11T00:03:06
2025-12-11T01:14:45.182149,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46986,,
2025-12-12T01:14:24.435337,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9306,,
2025-12-12T01:14:24.450544,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,2966,,
2025-12-12T01:14:25.828570,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8617,,
2025-12-12T01:14:25.871463,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-12T01:14:25.890856,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/e4a613db-5df8-46fa-bbd6-988f94eb3183.json,e4a613db-5df8-46fa-bbd6-988f94eb3183,json,860,2,2025-12-12T00:15:20
2025-12-12T01:14:25.930087,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//0c6c4b43-383a-4fb0-b6a2-880de6e95573.json,0c6c4b43-383a-4fb0-b6a2-880de6e95573,json,1404,2,2025-12-12T00:03:01
2025-12-12T01:14:31.423808,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46869,,
2025-12-12T01:14:31.458015,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/df1a9b8a-0294-47ed-8aef-08f0873bb582.json,df1a9b8a-0294-47ed-8aef-08f0873bb582,json,1475,2,2025-12-12T00:03:06
2025-12-13T01:10:08.789662,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4798,,
2025-12-13T01:10:08.831948,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,10012,,
2025-12-13T01:10:08.981403,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//b79d51cf-e1e1-42b7-a246-2006475cd1c9.json,b79d51cf-e1e1-42b7-a246-2006475cd1c9,json,1636,2,2025-12-13T00:03:01
2025-12-13T01:10:09.106488,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-13T01:10:09.142383,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/b252c2ce-153d-4264-ab78-8aca7ae8c7cf.json,b252c2ce-153d-4264-ab78-8aca7ae8c7cf,json,1182,2,2025-12-13T00:15:16
2025-12-13T01:10:09.154921,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/86ad6f8d-d434-4c84-a991-498f692890df.json,86ad6f8d-d434-4c84-a991-498f692890df,json,539,2,2025-12-13T00:03:06
2025-12-13T01:10:16.347122,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46986,,
2025-12-13T01:10:18.013817,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8621,,
2025-12-14T01:19:27.400173,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9885,,
2025-12-14T01:19:27.421781,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4746,,
2025-12-14T01:19:34.869550,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46849,,
2025-12-14T01:19:34.929834,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-14T01:19:36.579611,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8623,,
2025-12-14T01:19:36.601998,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/093e8c56-f75d-44d7-8e82-01681ae2e66d.json,093e8c56-f75d-44d7-8e82-01681ae2e66d,json,583,2,2025-12-14T00:03:06
2025-12-14T01:19:36.827535,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/32203405-5217-4872-bdb2-344c37eaadbc.json,32203405-5217-4872-bdb2-344c37eaadbc,json,1227,2,2025-12-14T00:15:18
2025-12-15T01:16:38.019846,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4707,,
2025-12-15T01:16:38.057527,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9736,,
2025-12-15T01:16:39.812264,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8631,,
2025-12-15T01:16:39.856946,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//f78fac55-c5ac-4899-af5d-fc8b03893d61.json,f78fac55-c5ac-4899-af5d-fc8b03893d61,json,1628,2,2025-12-15T00:03:01
2025-12-15T01:16:39.917062,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-15T01:16:39.979058,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/f4391594-0b0e-48b2-989c-47bf8d115ba0.json,f4391594-0b0e-48b2-989c-47bf8d115ba0,json,278,2,2025-12-15T00:03:06
2025-12-15T01:16:40.170464,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/a5f7a655-b48f-4025-9ce9-018c3071d700.json,a5f7a655-b48f-4025-9ce9-018c3071d700,json,955,2,2025-12-15T00:15:18
2025-12-15T01:16:40.526789,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//067a632a-30e3-4834-8ac4-ffcea963b72f.json,067a632a-30e3-4834-8ac4-ffcea963b72f,json,2232,2,2025-12-14T00:03:01
2025-12-16T01:15:15.529980,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9977,,
2025-12-16T01:15:15.551468,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4827,,
2025-12-16T01:15:17.237136,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8638,,
2025-12-16T01:15:17.366758,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//eca09fa2-3a99-46ea-a98c-f4adadec5986.json,eca09fa2-3a99-46ea-a98c-f4adadec5986,json,4304,2,2025-12-16T00:03:01
2025-12-16T01:15:17.383409,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/9d7a58df-51f0-4f7a-872d-1167011c6f1c.json,9d7a58df-51f0-4f7a-872d-1167011c6f1c,json,654,2,2025-12-16T00:03:06
2025-12-16T01:15:17.423744,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-16T01:15:17.447184,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/0b7256de-c036-463d-b8d3-64e0bed2dcd6.json,0b7256de-c036-463d-b8d3-64e0bed2dcd6,json,1160,2,2025-12-16T00:15:19
2025-12-16T01:15:24.775622,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46981,,
2025-12-17T01:10:15.390294,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4648,,
2025-12-17T01:10:15.430335,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9653,,
2025-12-17T01:10:15.505991,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-17T01:10:17.285939,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8640,,
2025-12-17T01:10:17.343251,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//caef1815-aab5-4dfa-816a-262c76a79ffe.json,caef1815-aab5-4dfa-816a-262c76a79ffe,json,2628,2,2025-12-17T00:03:01
2025-12-17T01:10:24.628799,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46859,,
2025-12-17T01:10:24.666756,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/33c025d3-6ab7-4343-a33d-968ff0cabde8.json,33c025d3-6ab7-4343-a33d-968ff0cabde8,json,1129,2,2025-12-17T00:15:15
2025-12-17T01:10:24.677166,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/88eb1381-c315-428a-ae18-0a7b985475dc.json,88eb1381-c315-428a-ae18-0a7b985475dc,json,690,2,2025-12-17T00:03:05
2025-12-18T01:11:20.704216,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,8827,,
2025-12-18T01:11:20.718774,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,3102,,
2025-12-18T01:11:22.570807,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8640,,
2025-12-18T01:11:22.590227,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/f6c55f7e-cfb1-49bb-a790-04a33dd41142.json,f6c55f7e-cfb1-49bb-a790-04a33dd41142,json,504,2,2025-12-18T00:03:06
2025-12-18T01:11:22.631061,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/3e111d2f-2e0a-4d3d-816a-c48bcdaa54ef.json,3e111d2f-2e0a-4d3d-816a-c48bcdaa54ef,json,1423,2,2025-12-18T00:15:18
2025-12-18T01:11:22.680974,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-18T01:11:22.720954,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//48cd7483-66ef-4d19-8dc8-11cebc39a876.json,48cd7483-66ef-4d19-8dc8-11cebc39a876,json,1896,2,2025-12-18T00:03:01
2025-12-19T01:14:36.835714,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,3833,,
2025-12-19T01:14:36.891520,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9371,,
2025-12-19T01:14:38.415440,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8657,,
2025-12-19T01:14:38.495394,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-19T01:14:38.524104,abuse.ch-Bazaar,misp,https://bazaar.abuse.ch/downloads/misp//ad0d2f8d-5b33-4759-a22c-a769e5304d09.json,ad0d2f8d-5b33-4759-a22c-a769e5304d09,json,1016,2,2025-12-19T00:03:01
2025-12-19T01:14:38.589903,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/4a151fa9-db1a-4622-822e-ea6047920636.json,4a151fa9-db1a-4622-822e-ea6047920636,json,1057,2,2025-12-19T00:15:23
2025-12-19T01:14:45.185803,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,47099,,
2025-12-19T01:14:45.207072,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/1ef0ad29-2689-4274-b15b-74b1ae93ca05.json,1ef0ad29-2689-4274-b15b-74b1ae93ca05,json,452,2,2025-12-19T00:03:08
2025-12-20T01:10:35.633993,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9782,,
2025-12-20T01:10:35.652192,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,4042,,
2025-12-20T01:10:37.410394,abuse.ch-SSL,csv,https://sslbl.abuse.ch/blacklist/sslblacklist.csv,,csv,8659,,
2025-12-20T01:10:37.517614,Alienvault-IP-Reputation,csv,https://reputation.alienvault.com/reputation.generic,,csv,609,,
2025-12-20T01:10:37.597790,abuse.ch-URLhasus,misp,https://urlhaus.abuse.ch/downloads/misp/ccd191a2-3bac-49de-9911-10a26241649e.json,ccd191a2-3bac-49de-9911-10a26241649e,json,1226,2,2025-12-20T00:15:25
2025-12-20T01:10:37.609432,abuse.ch,misp,https://threatfox.abuse.ch/downloads/misp/d684db04-5502-4abd-9b9c-92b4c8bfb5a8.json,d684db04-5502-4abd-9b9c-92b4c8bfb5a8,json,638,2,2025-12-20T00:03:06
2025-12-20T01:10:45.883949,Phishtank,csv,https://data.phishtank.com/data/online-valid.csv,,csv,46884,,
2025-12-21T01:19:20.232227,IPsum-l4,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/4.txt,,text,9574,,
2025-12-21T01:19:20.248445,IPsum-l5,text,https://raw.githubusercontent.com/stamparm/ipsum/master/levels/5.txt,,text,3742,,
